pid,lot_frontage,lot_area,lot_config,neighborhood,overall_qu,overall_cond,year_blt,exterior_1st,mas_vnr_type,exter_qu,foundation,bsmt_qu,bsmt_exposure,bsmt_unf_sf,total_bsmt_sf,heating_qu,2nd_flr_sf,gr_liv_area,full_bath,half_bath,bedroom_abvgr,kitchen_qu,fireplaces,fireplace_qu,garage_area,wood_deck_sf,mo_sold,year_sold,saleprice
911102090,60.0,5280,Corner,IDOTRR,4,7,1895,Wd Sdng,NONE,1,Stone,1,1,173.0,173.0,4,536,1361,1,0,2,2,0,0,185.0,0,7,2008,89000
911102170,50.0,8500,Inside,IDOTRR,4,4,1920,BrkFace,NONE,1,BrkTil,3,1,649.0,649.0,2,668,1317,1,0,3,2,0,0,250.0,0,7,2008,40000
911102180,52.0,5150,Corner,IDOTRR,4,7,1910,Plywood,NONE,1,PConc,1,1,356.0,356.0,2,378,1049,1,0,2,2,0,0,195.0,0,5,2008,80900
911226010,120.0,18000,Inside,IDOTRR,3,4,1935,MetalSd,NONE,0,CBlock,3,1,894.0,894.0,2,0,894,1,0,2,2,0,0,1248.0,0,8,2008,81000
911226030,60.0,9000,Inside,IDOTRR,4,6,1920,MetalSd,NONE,1,Stone,2,2,592.0,592.0,4,432,864,1,1,3,1,0,0,216.0,0,6,2008,65000
911370410,64.0,5587,Inside,Crawfor,8,5,2008,CemntBd,Stone,3,PConc,5,4,120.0,1600.0,4,0,1652,2,0,2,3,1,4,482.0,162,11,2008,392500
911370490,44.0,3843,Inside,Crawfor,8,5,2007,CemntBd,Stone,3,PConc,5,4,120.0,1596.0,4,0,1648,2,0,2,4,1,4,525.0,162,8,2008,294464
911370520,44.0,3811,Inside,Crawfor,7,5,2004,CemntBd,Stone,2,PConc,5,4,120.0,1594.0,4,0,1646,2,0,2,4,1,4,482.0,128,7,2008,250000
911370540,44.0,3842,Inside,Crawfor,8,5,2004,CemntBd,Stone,2,PConc,5,4,221.0,1594.0,4,0,1646,2,0,2,3,1,4,482.0,128,1,2008,275000
914453045,,23730,Inside,Mitchel,7,5,1996,MetalSd,BrkFace,2,PConc,5,2,1140.0,1840.0,4,0,2032,3,0,3,3,0,0,786.0,0,9,2008,300000
914465060,,13265,CulDSac,Mitchel,8,5,2002,CemntBd,BrkFace,2,PConc,4,1,350.0,1568.0,4,0,1689,2,0,3,3,2,4,857.0,150,7,2008,271000
914467050,,11050,Inside,Mitchel,7,5,1996,VinylSd,NONE,1,PConc,4,2,910.0,910.0,4,910,1820,2,1,3,3,1,3,816.0,318,9,2008,213000
914475020,76.0,9880,Inside,Mitchel,6,6,1977,Plywood,NONE,1,CBlock,3,3,574.0,1096.0,2,0,1118,1,0,3,2,1,1,358.0,203,7,2008,171000
914476010,75.0,10125,Inside,Mitchel,6,6,1977,Plywood,NONE,1,CBlock,3,1,276.0,1196.0,2,0,1279,2,0,3,2,2,2,473.0,238,2,2008,171500
914476080,76.0,10260,Inside,Mitchel,5,4,1976,Plywood,NONE,1,CBlock,0,0,0.0,0.0,2,936,1872,2,2,4,2,0,0,484.0,0,11,2008,100000
914476450,74.0,9990,Inside,Mitchel,4,5,1991,HdBoard,NONE,1,PConc,4,1,297.0,1680.0,3,0,1689,2,0,3,2,1,3,432.0,428,7,2008,228500
916125425,,164660,Corner,Timber,5,6,1965,Plywood,NONE,1,CBlock,3,4,103.0,1499.0,4,167,1786,2,0,3,2,2,4,529.0,670,8,2008,228950
916226030,42.0,4084,Inside,Timber,7,6,1986,VinylSd,BrkFace,2,CBlock,4,3,384.0,1277.0,3,0,1501,2,0,2,3,1,3,512.0,240,7,2008,241500
916325080,,15498,Corner,Timber,8,6,1976,Stone,NONE,2,CBlock,4,3,0.0,1565.0,2,0,2898,2,0,2,3,1,4,665.0,0,5,2008,287000
916380060,74.0,11563,Inside,Timber,8,5,2006,VinylSd,Stone,2,PConc,5,4,482.0,1518.0,4,0,1537,2,0,3,3,0,0,788.0,0,4,2008,294000
916382120,71.0,9520,Inside,Timber,8,5,2007,VinylSd,Stone,2,PConc,4,4,125.0,1638.0,4,0,1646,2,0,3,3,1,4,800.0,192,4,2008,293077
916384100,107.0,12852,Corner,Timber,8,5,2007,VinylSd,NONE,2,PConc,4,3,150.0,920.0,4,860,1780,2,1,3,3,1,4,612.0,0,1,2008,264966
916386040,73.0,9802,Inside,Timber,5,5,2006,VinylSd,NONE,1,PConc,4,1,352.0,352.0,3,730,1442,2,1,3,2,0,0,400.0,100,4,2008,172500
916386080,73.0,9735,Inside,Timber,5,5,2006,VinylSd,NONE,1,PConc,4,1,384.0,384.0,3,640,1394,2,1,3,3,0,0,400.0,100,5,2008,167500
916386180,81.0,12018,Corner,Timber,7,5,2008,VinylSd,Stone,2,PConc,4,3,796.0,796.0,4,816,1612,2,1,3,3,0,0,666.0,0,10,2008,218689
916402015,75.0,12890,Inside,Timber,6,5,1989,Wd Sdng,BrkFace,1,CBlock,4,1,1495.0,1495.0,4,0,1495,2,0,3,2,1,3,438.0,252,7,2008,150000
916402115,47.0,12416,Inside,Timber,6,5,1986,VinylSd,Stone,1,CBlock,4,1,0.0,1606.0,2,0,1651,2,0,3,2,1,3,616.0,192,11,2008,184000
916402215,93.0,18265,Corner,Timber,6,5,1986,Plywood,BrkFace,2,CBlock,4,3,276.0,1256.0,4,0,1256,2,0,3,3,1,2,578.0,282,3,2008,180000
916403230,85.0,10200,Inside,Timber,6,5,1988,HdBoard,BrkFace,2,CBlock,4,3,678.0,1461.0,4,0,1509,2,0,3,3,1,2,600.0,224,8,2008,175000
916455120,82.0,11202,Inside,Timber,8,5,2003,VinylSd,BrkFace,2,PConc,5,3,403.0,1432.0,4,0,1440,2,0,3,3,1,3,467.0,185,6,2008,232500
916460060,,7915,Inside,Timber,6,5,1999,VinylSd,NONE,2,PConc,5,2,443.0,1666.0,4,0,1675,2,0,3,3,0,0,435.0,165,12,2008,195000
916477020,85.0,12244,Inside,Timber,8,5,2003,VinylSd,Stone,2,PConc,4,4,611.0,1482.0,4,780,2262,2,1,4,3,2,4,749.0,168,8,2008,305000
921126030,79.0,11449,Inside,Timber,8,5,2007,VinylSd,NONE,2,PConc,4,3,873.0,1884.0,4,0,1728,2,0,3,3,1,4,520.0,0,1,2008,298751
921201060,85.0,11447,Inside,Timber,8,5,2005,VinylSd,BrkFace,2,PConc,5,3,393.0,1964.0,4,0,1964,2,1,3,3,1,4,892.0,0,6,2008,370000
923202005,97.0,8940,Corner,Mitchel,7,5,1997,VinylSd,BrkFace,1,PConc,4,4,35.0,1344.0,4,0,1344,2,0,2,2,0,0,784.0,0,11,2008,209200
923202015,78.0,7060,Inside,Mitchel,7,5,1997,VinylSd,BrkFace,1,PConc,4,4,35.0,1344.0,4,0,1344,2,0,2,2,0,0,784.0,0,11,2008,206300
923202137,77.0,9278,FR2,Mitchel,5,5,2007,VinylSd,NONE,1,PConc,4,1,1092.0,1092.0,4,0,1092,1,0,2,2,0,0,0.0,0,2,2008,146000
923203140,32.0,4500,FR2,Mitchel,6,5,1997,VinylSd,BrkFace,1,PConc,5,1,325.0,1189.0,4,0,1189,2,0,2,2,0,0,392.0,0,4,2008,160500
923204040,150.0,14137,Corner,Mitchel,4,5,1964,HdBoard,BrkFace,1,CBlock,4,3,88.0,1200.0,3,0,1200,1,0,3,2,0,0,850.0,0,11,2008,173000
923225080,,4224,Inside,MeadowV,5,6,1975,CemntBd,NONE,1,PConc,4,1,271.0,1040.0,3,0,1040,1,0,3,2,0,0,499.0,0,6,2008,124000
923225150,,2665,Inside,MeadowV,5,6,1976,CemntBd,NONE,1,PConc,4,2,264.0,264.0,2,688,1304,1,1,3,2,1,4,336.0,141,6,2008,115000
923225200,41.0,2665,Inside,MeadowV,5,7,1976,CemntBd,NONE,1,PConc,4,1,232.0,550.0,2,550,1475,2,0,4,2,1,3,336.0,92,5,2008,129500
923225310,21.0,1974,Inside,MeadowV,4,7,1973,CemntBd,NONE,1,CBlock,4,3,25.0,526.0,3,462,988,1,0,2,2,0,0,297.0,120,6,2008,105000
923225370,21.0,1596,Inside,MeadowV,4,6,1973,CemntBd,NONE,1,CBlock,4,4,25.0,462.0,2,462,988,1,0,1,2,1,1,297.0,0,7,2008,94900
923227030,,17979,Corner,Mitchel,5,6,1968,Plywood,NONE,1,CBlock,3,1,328.0,1113.0,4,0,1160,1,0,3,3,0,0,257.0,81,2,2008,152500
923228080,21.0,1477,Inside,MeadowV,6,9,1970,CemntBd,NONE,1,CBlock,3,1,188.0,546.0,4,546,1092,2,1,3,2,0,0,0.0,187,3,2008,98000
923228420,21.0,1890,Inside,MeadowV,4,7,1972,CemntBd,NONE,1,CBlock,4,3,135.0,630.0,3,0,630,1,0,1,2,0,0,0.0,88,6,2008,81000
923250210,100.0,21750,Inside,Mitchel,5,5,1954,HdBoard,NONE,1,CBlock,3,1,988.0,988.0,4,0,988,1,0,2,2,0,0,520.0,0,2,2008,113000
923252100,59.0,6490,Inside,Mitchel,5,7,1983,VinylSd,NONE,1,CBlock,3,1,282.0,816.0,4,0,816,1,0,2,2,0,0,264.0,315,4,2008,128500
923275090,37.0,6951,CulDSac,Mitchel,5,5,1984,HdBoard,NONE,1,CBlock,3,1,218.0,876.0,2,0,923,1,0,3,2,0,0,264.0,362,10,2008,119500
923277030,60.0,6600,Inside,Mitchel,5,9,1982,VinylSd,NONE,2,CBlock,3,1,175.0,816.0,4,0,816,1,0,3,3,1,5,264.0,0,10,2008,130500
923277040,60.0,6600,Inside,Mitchel,5,8,1982,HdBoard,NONE,1,PConc,3,1,0.0,816.0,4,0,816,1,0,2,2,0,0,816.0,0,6,2008,138000
923277080,60.0,6600,Inside,Mitchel,5,6,1982,HdBoard,NONE,1,CBlock,3,1,207.0,845.0,3,0,845,1,0,3,3,0,0,264.0,0,7,2008,134500
923400040,75.0,12508,Inside,Mitchel,6,7,1940,VinylSd,NONE,1,CBlock,4,2,323.0,983.0,4,767,1750,2,0,4,2,0,0,423.0,245,7,2008,160000
923426010,74.0,12395,Corner,Mitchel,5,6,1984,HdBoard,NONE,1,CBlock,3,1,217.0,864.0,2,0,889,1,0,3,2,0,0,484.0,0,4,2008,137500
924100020,,11075,Inside,Mitchel,5,4,1969,HdBoard,BrkFace,1,CBlock,3,3,29.0,784.0,4,800,1968,2,1,4,2,1,1,530.0,305,9,2008,172000
1007100110,,56600,Inside,IDOTRR,5,1,1900,Wd Sdng,NONE,1,BrkTil,3,1,686.0,686.0,4,686,1836,2,0,4,2,0,0,288.0,0,1,2008,103000
526352080,85.0,10667,Inside,NAmes,6,6,1971,MetalSd,BrkFace,1,CBlock,3,1,749.0,1587.0,2,0,1587,2,0,3,2,1,4,525.0,0,3,2007,167300
526352090,85.0,10628,Inside,NAmes,7,5,1970,Plywood,NONE,1,CBlock,3,4,499.0,1277.0,2,0,1277,1,0,2,2,1,1,526.0,0,4,2007,167000
526355170,95.0,13651,Inside,NAmes,7,6,1973,Plywood,BrkFace,1,CBlock,4,4,343.0,2223.0,4,0,2223,2,0,3,2,2,4,516.0,300,2,2007,244000
526355190,95.0,15865,Inside,NAmes,8,6,1970,Wd Sdng,NONE,2,PConc,3,4,1043.0,2217.0,4,0,2217,2,0,4,3,1,3,621.0,81,10,2007,268000
527105140,,12394,Corner,Gilbert,7,5,2003,VinylSd,NONE,2,PConc,4,4,847.0,847.0,4,886,1733,2,1,3,3,1,4,433.0,100,10,2007,225000
527107040,,10364,Inside,Gilbert,6,5,1995,MetalSd,NONE,1,PConc,4,1,806.0,806.0,3,766,1572,2,1,3,2,1,3,373.0,0,5,2007,168000
527110080,,13869,Corner,Gilbert,6,6,1997,VinylSd,NONE,1,PConc,4,3,612.0,794.0,3,676,1470,2,0,3,2,0,0,388.0,0,7,2007,177000
527110120,57.0,8773,Inside,Gilbert,6,5,1997,VinylSd,NONE,1,PConc,4,3,916.0,916.0,3,684,1600,2,1,3,2,1,3,460.0,100,8,2007,169000
527110130,56.0,8872,Inside,Gilbert,6,5,1997,VinylSd,NONE,1,PConc,4,1,384.0,384.0,3,630,1384,2,1,3,2,1,3,390.0,0,3,2007,161500
527126030,41.0,5330,Inside,StoneBr,8,5,2000,CemntBd,NONE,2,PConc,4,3,298.0,1494.0,4,0,1652,2,0,2,4,0,0,499.0,96,8,2007,251000
527158090,,10147,CulDSac,Gilbert,6,5,1994,HdBoard,BrkFace,1,PConc,4,1,206.0,392.0,3,770,1694,2,1,3,2,1,3,398.0,256,3,2007,160000
527161090,,8637,Inside,Gilbert,6,5,1999,VinylSd,NONE,1,PConc,4,1,52.0,923.0,3,767,1714,2,1,3,2,1,3,451.0,256,4,2007,180000
527162080,63.0,7875,Inside,Gilbert,7,5,1996,HdBoard,NONE,2,PConc,4,1,277.0,691.0,3,862,1553,2,1,3,3,0,0,420.0,0,8,2007,178750
527162090,63.0,7875,Inside,Gilbert,7,5,1995,HdBoard,BrkFace,1,PConc,4,1,1237.0,1237.0,3,0,1253,2,0,3,2,1,3,402.0,220,6,2007,176000
527162140,60.0,7500,Inside,Gilbert,6,5,1999,VinylSd,NONE,1,PConc,4,1,938.0,938.0,4,1342,2299,3,1,5,2,1,3,482.0,188,8,2007,204000
527163080,,9556,Corner,Gilbert,7,5,1992,HdBoard,BrkFace,1,PConc,4,1,1168.0,1168.0,3,0,1187,2,0,3,3,0,0,420.0,0,8,2007,160000
527165020,,10784,FR2,Gilbert,7,5,1991,HdBoard,BrkFace,2,PConc,4,1,384.0,384.0,3,670,1472,2,1,3,3,1,3,402.0,164,5,2007,160000
527165100,,9125,Inside,Gilbert,7,5,1992,HdBoard,BrkFace,1,PConc,4,1,384.0,384.0,3,670,1482,2,1,3,3,1,3,392.0,100,7,2007,163900
527165170,,7655,CulDSac,Gilbert,6,5,1993,HdBoard,NONE,1,PConc,4,1,903.0,903.0,3,732,1642,2,1,3,2,1,3,392.0,290,7,2007,168000
527175130,160.0,18160,Inside,Gilbert,6,6,1964,HdBoard,BrkCmn,1,CBlock,3,3,752.0,1302.0,1,0,1128,1,0,3,2,1,3,480.0,0,3,2007,154204
527182040,,3696,Inside,StoneBr,8,5,1986,HdBoard,NONE,2,CBlock,4,1,1074.0,1074.0,4,0,1088,1,1,2,3,0,0,461.0,0,10,2007,170000
527182170,,5062,CulDSac,StoneBr,7,5,1984,HdBoard,NONE,2,CBlock,4,2,180.0,1190.0,3,900,2090,2,0,3,3,1,3,577.0,219,9,2007,207500
527184020,38.0,4740,Inside,StoneBr,8,5,1988,CemntBd,NONE,2,CBlock,4,4,918.0,1166.0,3,0,1179,2,0,2,2,0,0,480.0,0,10,2007,182000
527184110,35.0,5118,Inside,StoneBr,8,5,1990,CemntBd,NONE,2,PConc,4,4,386.0,1312.0,3,0,1321,1,0,1,3,1,3,484.0,0,8,2007,212000
527210060,86.0,14157,Corner,StoneBr,9,5,2005,VinylSd,Stone,2,PConc,5,4,673.0,1922.0,4,0,1922,2,0,3,3,1,4,676.0,178,7,2007,377426
527212060,98.0,12328,Inside,StoneBr,8,5,2005,VinylSd,Stone,2,PConc,5,2,163.0,1149.0,4,1377,2541,3,1,4,4,1,4,729.0,120,7,2007,349265
527216080,52.0,51974,CulDSac,StoneBr,9,5,2006,VinylSd,BrkFace,3,PConc,5,3,1559.0,2660.0,4,0,2338,2,1,4,3,2,4,1110.0,0,6,2007,591587
527226040,195.0,41600,FR2,Gilbert,5,5,1969,HdBoard,NONE,1,CBlock,4,4,53.0,1100.0,2,0,1424,1,1,3,2,0,0,828.0,144,11,2007,155000
527252050,61.0,8035,Inside,StoneBr,9,5,2006,MetalSd,BrkFace,2,PConc,5,4,815.0,1612.0,4,0,1612,2,0,2,4,1,4,556.0,0,3,2007,319900
527252070,60.0,8089,Inside,StoneBr,8,6,2007,MetalSd,BrkFace,2,PConc,4,3,474.0,1419.0,4,0,1419,2,0,2,3,1,4,567.0,140,10,2007,392000
527256030,85.0,14082,Inside,StoneBr,8,5,2006,VinylSd,BrkFace,2,PConc,5,4,662.0,2220.0,4,0,2234,1,1,1,3,1,4,724.0,390,1,2007,441929
527256040,81.0,13870,Inside,StoneBr,10,5,2006,CemntBd,BrkFace,3,PConc,5,4,590.0,1742.0,4,0,2042,2,0,3,4,1,4,724.0,240,10,2007,455000
527301080,,12546,Corner,NWAmes,6,7,1981,MetalSd,BrkFace,2,CBlock,4,1,762.0,1440.0,4,0,1440,2,0,3,3,1,3,467.0,0,4,2007,182900
527301280,,10960,Inside,NWAmes,6,5,1984,HdBoard,NONE,1,CBlock,4,1,1028.0,1284.0,2,0,1284,2,0,3,2,0,0,480.0,0,4,2007,174000
527302020,78.0,12090,Inside,NWAmes,6,7,1984,VinylSd,BrkFace,1,CBlock,4,1,585.0,585.0,4,728,1868,3,1,3,2,1,3,477.0,268,1,2007,178000
527302060,78.0,12090,Inside,NWAmes,7,7,1981,MetalSd,BrkFace,2,CBlock,4,1,404.0,725.0,4,754,1479,2,1,3,3,1,3,484.0,167,3,2007,176000
527302090,93.0,12299,Inside,NWAmes,7,6,1978,Plywood,Stone,1,CBlock,4,1,201.0,1529.0,2,0,1664,2,0,3,3,1,3,663.0,0,9,2007,213000
527325090,61.0,11339,Inside,NWAmes,7,5,1979,HdBoard,BrkFace,1,CBlock,4,1,22.0,780.0,2,845,1930,2,1,4,3,1,3,481.0,192,3,2007,192000
527325110,92.0,11952,Inside,NWAmes,7,6,1977,WdShing,NONE,1,CBlock,4,1,808.0,808.0,2,808,1969,2,1,3,2,1,4,534.0,0,11,2007,190000
527327050,,12046,Inside,NWAmes,6,6,1976,Plywood,BrkFace,1,CBlock,3,1,692.0,848.0,2,912,2030,2,1,4,3,1,3,551.0,0,6,2007,195000
527328020,,10395,FR2,NWAmes,6,6,1978,HdBoard,BrkFace,1,CBlock,4,3,427.0,1032.0,2,0,1032,2,0,3,2,1,3,564.0,0,7,2007,148000
527328050,79.0,11850,FR2,NWAmes,6,6,1984,Plywood,BrkFace,1,CBlock,4,1,372.0,1153.0,2,0,1177,2,0,3,3,0,0,495.0,204,8,2007,151500
527353080,80.0,11584,Inside,NWAmes,7,6,1979,HdBoard,BrkFace,1,CBlock,3,1,114.0,539.0,2,685,1725,2,1,3,2,1,3,550.0,0,11,2007,197000
527354050,80.0,10400,Inside,NWAmes,6,5,1979,MetalSd,BrkFace,1,CBlock,4,1,356.0,1259.0,4,0,1353,2,0,2,2,1,3,478.0,240,8,2007,192350
527356050,80.0,10793,Inside,NWAmes,5,5,1969,WdShing,BrkFace,1,CBlock,3,1,0.0,780.0,4,840,1620,2,1,4,2,0,0,462.0,208,4,2007,152000
527357020,128.0,13001,Inside,NWAmes,6,5,1971,HdBoard,BrkFace,1,CBlock,3,2,1012.0,1625.0,2,0,1220,2,0,2,2,1,3,944.0,0,9,2007,170000
527358060,70.0,12243,Inside,NWAmes,5,6,1971,Plywood,NONE,1,CBlock,4,3,486.0,1484.0,3,0,1484,2,0,3,2,1,3,487.0,224,2,2007,175000
527359010,90.0,11700,Inside,NWAmes,6,6,1968,HdBoard,BrkFace,2,CBlock,3,1,143.0,702.0,3,702,1743,1,2,3,2,1,4,539.0,224,6,2007,175000
527359080,,12384,CulDSac,NWAmes,7,7,1976,Plywood,BrkFace,1,CBlock,4,1,793.0,793.0,2,793,1935,2,1,3,2,1,3,550.0,0,11,2007,197900
527359160,64.0,8991,CulDSac,NWAmes,7,6,1976,Plywood,Stone,1,CBlock,4,4,0.0,1228.0,2,0,1324,2,0,3,3,1,2,585.0,407,2,2007,174000
527377110,80.0,8000,Inside,NWAmes,6,6,1974,HdBoard,NONE,1,CBlock,3,1,0.0,1084.0,2,793,1877,2,1,4,2,1,3,488.0,0,11,2007,178900
527402090,70.0,10500,FR2,NAmes,5,7,1971,MetalSd,BrkFace,1,CBlock,3,3,23.0,372.0,2,533,1109,1,0,3,2,0,0,288.0,35,12,2007,139000
527402150,,10530,Corner,NAmes,6,5,1971,Plywood,NONE,1,CBlock,3,1,664.0,981.0,2,0,981,1,1,3,2,0,0,576.0,0,3,2007,143250
527402240,,7472,CulDSac,NAmes,7,9,1972,HdBoard,BrkFace,1,CBlock,3,1,99.0,725.0,3,754,1479,1,1,4,3,0,0,484.0,0,6,2007,184000
527403310,63.0,9457,Inside,NAmes,5,6,1970,MetalSd,NONE,1,CBlock,3,1,359.0,925.0,2,0,1422,1,0,3,2,0,0,576.0,252,9,2007,155000
527404050,66.0,7920,Inside,NAmes,5,5,1970,HdBoard,BrkFace,1,CBlock,3,1,214.0,914.0,4,0,914,1,0,3,4,0,0,368.0,120,10,2007,133000
527404100,61.0,9758,Inside,NAmes,5,5,1971,HdBoard,NONE,1,CBlock,3,1,251.0,950.0,2,0,950,1,0,3,2,0,0,280.0,0,7,2007,119500
527404140,70.0,8294,Inside,NAmes,4,5,1971,MetalSd,NONE,1,CBlock,3,1,858.0,858.0,2,0,872,1,0,3,2,0,0,480.0,0,6,2007,123000
527404150,,7340,Inside,NAmes,4,6,1971,HdBoard,NONE,1,CBlock,3,1,536.0,858.0,2,0,858,1,0,2,2,0,0,684.0,0,6,2007,110000
527425025,,17199,FR2,NAmes,4,7,1961,MetalSd,NONE,1,BrkTil,3,1,600.0,914.0,4,0,914,1,0,2,2,0,0,270.0,140,7,2007,128000
527425140,60.0,9000,FR2,NAmes,4,6,1971,HdBoard,NONE,1,PConc,3,1,248.0,864.0,2,0,864,1,0,3,2,0,0,528.0,0,5,2007,120500
527427090,34.0,4058,Inside,NAmes,7,5,1998,MetalSd,BrkFace,1,PConc,4,3,0.0,723.0,4,0,767,1,0,1,2,0,0,367.0,120,6,2007,133000
527427160,33.0,4113,Inside,NAmes,6,5,2001,MetalSd,NONE,2,PConc,4,2,1337.0,1337.0,4,0,1337,2,0,2,3,1,3,511.0,136,7,2007,155000
527427200,26.0,10943,FR2,NAmes,6,5,1997,MetalSd,NONE,2,PConc,4,1,475.0,1405.0,4,0,1337,2,0,2,3,1,3,522.0,0,10,2007,177000
527450030,21.0,2205,Inside,BrDale,6,6,1973,HdBoard,BrkFace,1,CBlock,3,1,213.0,525.0,2,567,1092,1,1,3,2,0,0,264.0,144,2,2007,113500
527450150,21.0,1890,Inside,BrDale,6,5,1973,HdBoard,BrkFace,1,CBlock,3,1,316.0,672.0,2,546,1218,1,1,3,2,0,0,264.0,144,5,2007,113000
527450220,21.0,2058,Inside,BrDale,6,5,1973,HdBoard,BrkFace,1,CBlock,3,1,672.0,672.0,4,546,1218,1,1,4,4,0,0,264.0,0,12,2007,113700
527451020,24.0,2016,Inside,BrDale,5,5,1970,HdBoard,BrkFace,1,CBlock,3,1,630.0,630.0,2,672,1302,2,1,3,2,0,0,440.0,0,4,2007,106000
527451170,24.0,1920,Inside,BrDale,5,5,1971,HdBoard,BrkFace,1,CBlock,3,1,294.0,765.0,4,600,1365,1,1,2,2,0,0,440.0,240,8,2007,122500
527452100,,4928,Inside,NPkVill,6,5,1976,Plywood,NONE,1,CBlock,4,1,958.0,1078.0,2,0,958,2,0,2,2,1,3,440.0,0,2,2007,128000
527453010,24.0,2308,Corner,NPkVill,6,6,1976,Plywood,NONE,1,CBlock,4,1,248.0,804.0,2,744,1548,2,1,3,3,1,3,440.0,48,7,2007,155000
527455030,24.0,2304,Inside,NPkVill,7,7,1978,Plywood,NONE,1,CBlock,4,1,423.0,1061.0,2,0,1055,2,0,2,2,0,0,319.0,108,4,2007,142500
527455250,65.0,7150,Inside,NAmes,5,6,1966,HdBoard,BrkFace,1,CBlock,3,1,263.0,988.0,2,0,988,1,0,3,2,0,0,360.0,0,11,2007,129250
528102050,96.0,12469,FR2,NridgHt,9,5,2006,VinylSd,Stone,3,PConc,5,4,639.0,1790.0,4,0,1816,2,0,3,4,1,4,730.0,186,8,2007,356000
528102090,90.0,11694,Inside,NridgHt,9,5,2007,CemntBd,BrkFace,3,PConc,5,3,1774.0,1822.0,4,0,1828,2,0,3,3,1,4,774.0,0,7,2007,314813
528102100,93.0,12030,Inside,NridgHt,8,5,2007,VinylSd,BrkFace,3,PConc,5,1,1694.0,1694.0,4,0,1694,2,0,3,3,0,0,818.0,168,12,2007,318000
528102120,91.0,11825,Inside,NridgHt,8,5,2006,CemntBd,Stone,2,PConc,5,2,1694.0,1694.0,4,0,1694,2,0,3,3,1,4,856.0,0,6,2007,322400
528102130,93.0,12085,Inside,NridgHt,8,5,2007,VinylSd,Stone,2,PConc,5,1,730.0,1734.0,4,0,1734,2,0,3,4,1,4,928.0,0,11,2007,318000
528104010,110.0,14333,Corner,NridgHt,8,5,2007,VinylSd,NONE,2,PConc,4,4,590.0,2108.0,4,0,2122,2,1,2,3,1,5,938.0,130,11,2007,345474
528106040,107.0,14450,Inside,NridgHt,9,5,2006,CemntBd,BrkFace,3,PConc,5,4,2121.0,2121.0,4,0,2121,2,1,3,4,1,5,732.0,124,5,2007,415298
528106050,107.0,13641,Inside,NridgHt,9,5,2007,CemntBd,BrkFace,3,PConc,5,4,630.0,1934.0,4,713,2656,2,1,3,4,1,4,1040.0,268,12,2007,492000
528106060,110.0,13440,Inside,NridgHt,8,5,2006,VinylSd,BrkFace,2,PConc,5,1,1108.0,1108.0,4,1402,2550,2,1,4,4,1,4,670.0,120,3,2007,338931
528106110,105.0,15431,Inside,NridgHt,10,5,2005,VinylSd,BrkFace,3,PConc,5,4,564.0,1994.0,4,0,2046,2,1,2,4,2,4,878.0,188,8,2007,450000
528108160,109.0,14154,Corner,NridgHt,7,5,2006,VinylSd,BrkFace,2,PConc,5,1,1063.0,1063.0,4,1101,2172,2,1,3,3,1,4,947.0,192,8,2007,280000
528110040,107.0,13891,Inside,NridgHt,9,5,2007,VinylSd,Stone,3,PConc,5,4,740.0,2552.0,4,0,2552,2,0,3,4,2,5,932.0,130,10,2007,479069
528110070,110.0,14226,Corner,NridgHt,8,5,2006,VinylSd,BrkFace,2,PConc,4,3,1935.0,1935.0,3,0,1973,2,0,3,3,1,4,895.0,315,7,2007,395000
528110100,105.0,13693,Inside,NridgHt,9,5,2006,VinylSd,BrkFace,3,PConc,4,3,2153.0,2153.0,4,574,2643,2,1,3,4,1,4,694.0,414,3,2007,380000
528112150,98.0,11428,Inside,NridgHt,8,5,2006,VinylSd,Stone,2,PConc,4,1,1626.0,1626.0,4,0,1634,2,0,3,3,1,4,866.0,0,5,2007,250000
528114050,110.0,14977,Inside,NridgHt,8,5,2006,VinylSd,BrkFace,2,PConc,5,4,626.0,1976.0,4,0,1976,2,0,2,3,1,5,908.0,250,7,2007,440000
528118040,118.0,13654,CulDSac,NridgHt,9,5,2005,MetalSd,BrkFace,2,PConc,5,4,1704.0,1704.0,4,1036,2758,2,1,4,4,1,5,814.0,282,5,2007,418000
528118050,59.0,17169,CulDSac,NridgHt,10,5,2007,CemntBd,BrkFace,3,PConc,5,3,636.0,2320.0,4,0,2290,2,1,2,4,1,4,1174.0,192,8,2007,500067
528120150,76.0,9591,Inside,NridgHt,8,5,2004,VinylSd,BrkFace,2,PConc,5,3,1143.0,1143.0,4,1330,2473,2,1,4,3,1,4,852.0,192,10,2007,317000
528142050,82.0,9709,Inside,NridgHt,8,5,2007,VinylSd,Stone,3,PConc,5,4,140.0,918.0,4,1142,2100,2,1,3,4,2,4,786.0,172,9,2007,319500
528144050,86.0,10562,Inside,NridgHt,8,5,2007,VinylSd,Stone,2,PConc,5,1,294.0,1582.0,4,551,2161,1,1,3,4,1,4,789.0,178,11,2007,325624
528150040,94.0,13615,Corner,NridgHt,9,5,2006,MetalSd,Stone,3,PConc,5,4,1802.0,1802.0,4,0,1802,2,1,3,4,1,4,843.0,158,6,2007,372000
528150110,99.0,13069,Inside,NridgHt,8,5,2004,VinylSd,BrkFace,2,PConc,4,3,1706.0,1706.0,4,1238,2956,2,1,5,4,1,5,916.0,194,8,2007,342000
